,LATITUDE,LONGITUDE,EXCEED_SPEED_LIMIT_I
296102,41.648508361,-87.54615329399999,Y
296105,41.648508361,-87.54615329399999,Y
296108,41.648508361,-87.54615329399999,Y
296773,41.781120934,-87.60093517600001,Y
296775,41.781120934,-87.60093517600001,Y
296777,41.781120934,-87.60093517600001,Y
296779,41.898551359,-87.74745659999999,Y
296849,41.969039441999996,-87.748517429,N
296853,41.969039441999996,-87.748517429,N
297205,41.736459408,-87.61020756200001,N
298003,41.874430804,-87.72840102100001,Y
298823,41.910335194,-87.696235405,Y
298825,41.910335194,-87.696235405,Y
299057,41.712961704,-87.64042344100001,Y
299633,41.897325754,-87.72140287799999,N
299635,41.897325754,-87.72140287799999,N
299834,41.721365061,-87.643358042,Y
299836,41.721365061,-87.643358042,Y
299838,41.721365061,-87.643358042,Y
300020,41.756240268,-87.632676762,Y
300023,41.756240268,-87.632676762,Y
300026,41.756240268,-87.632676762,Y
300305,41.870989787,-87.736617465,Y
300474,41.95469764,-87.644726785,Y
300476,41.95469764,-87.644726785,Y
300677,41.873881185,-87.698679485,N
300679,41.873881185,-87.698679485,N
300681,41.873881185,-87.698679485,N
300785,41.844305192,-87.72880836200001,N
300787,41.844305192,-87.72880836200001,N
300789,41.844305192,-87.72880836200001,N
300791,41.844305192,-87.72880836200001,N
301649,41.768277184,-87.617900928,Y
302404,41.677891031,-87.62643490200001,Y
302406,41.677891031,-87.62643490200001,Y
302408,41.677891031,-87.62643490200001,Y
303090,41.753901516,-87.663670333,N
303093,41.753901516,-87.663670333,N
303953,41.776714618,-87.61547917200001,Y
303956,41.776714618,-87.61547917200001,Y
303959,41.815689622,-87.668948166,N
303977,41.884348764,-87.614549778,Y
303979,41.884348764,-87.614549778,Y
304840,41.867383425,-87.774052087,N
304842,41.867383425,-87.774052087,N
305262,41.883474436,-87.75654724700001,Y
305721,41.712415259000004,-87.62377311700001,N
305723,41.712415259000004,-87.62377311700001,N
306649,41.881528752,-87.669347466,Y
306652,41.881528752,-87.669347466,Y
306655,41.881528752,-87.669347466,Y
306658,41.881528752,-87.669347466,Y
306661,41.881528752,-87.669347466,Y
307484,41.729370034,-87.59480600200001,Y
307485,41.729370034,-87.59480600200001,Y
307634,41.691769273,-87.700981843,Y
307636,41.691769273,-87.700981843,Y
307990,41.88056088,-87.74542684299999,Y
307992,41.88056088,-87.74542684299999,Y
308472,41.872915946,-87.703088719,Y
308474,41.872915946,-87.703088719,Y
309130,41.893467171,-87.648917607,Y
309132,41.893467171,-87.648917607,Y
309339,41.793297261,-87.71075328100001,Y
309393,41.890194883,-87.647668699,N
309395,41.890194883,-87.647668699,N
309397,41.890194883,-87.647668699,N
309399,41.890194883,-87.647668699,N
309401,41.890194883,-87.647668699,N
309403,41.890194883,-87.647668699,N
310144,41.849715176,-87.717528031,Y
310148,41.849715176,-87.717528031,Y
310152,41.849715176,-87.717528031,Y
310156,41.849715176,-87.717528031,Y
310752,41.932294617,-87.686487391,Y
310754,41.924123283,-87.76339011399999,Y
310792,41.859864184,-87.725130856,Y
310794,41.859864184,-87.725130856,Y
310796,41.859864184,-87.725130856,Y
310798,41.859864184,-87.725130856,Y
310881,41.750549559,-87.64418836799999,Y
311192,41.772990829,-87.654176891,Y
311207,41.812476789,-87.633608603,Y
311209,41.812476789,-87.633608603,Y
312630,41.877302828000005,-87.70125378799999,N
312632,41.877302828000005,-87.70125378799999,N
312634,41.877302828000005,-87.70125378799999,N
312710,41.787365784,-87.630335302,Y
312712,41.787365784,-87.630335302,Y
313051,41.74611768,-87.698778089,Y
313053,41.74611768,-87.698778089,Y
313055,41.74611768,-87.698778089,Y
313686,41.706792052,-87.663100471,N
313688,41.706792052,-87.663100471,N
314632,41.751679317,-87.699853997,Y
314634,41.751679317,-87.699853997,Y
315141,41.916921951999996,-87.737491689,Y
315142,41.916921951999996,-87.737491689,Y
316998,41.877630730999996,-87.688833248,Y
317000,41.877630730999996,-87.688833248,Y
317002,41.877630730999996,-87.688833248,Y
317004,41.877630730999996,-87.688833248,Y
317006,41.877630730999996,-87.688833248,Y
317008,41.877630730999996,-87.688833248,Y
317010,41.877630730999996,-87.688833248,Y
317073,41.899153712,-87.723816811,Y
317075,41.899153712,-87.723816811,Y
317076,41.899153712,-87.723816811,Y
317078,41.899153712,-87.723816811,Y
317079,41.899153712,-87.723816811,Y
317081,41.899153712,-87.723816811,Y
317082,41.899153712,-87.723816811,Y
317084,41.899153712,-87.723816811,Y
317085,41.899153712,-87.723816811,Y
317087,41.899153712,-87.723816811,Y
317986,41.927880788,-87.631843194,Y
317991,41.927880788,-87.631843194,Y
317996,41.927880788,-87.631843194,Y
318001,41.927880788,-87.631843194,Y
318006,41.927880788,-87.631843194,Y
318011,41.927880788,-87.631843194,Y
318562,41.898940147,-87.722865804,Y
318564,41.898940147,-87.722865804,Y
318566,41.898940147,-87.722865804,Y
318568,41.898940147,-87.722865804,Y
318725,41.945870868,-87.77753382799999,Y
319244,41.816610995,-87.625374334,Y
319544,41.749695546999995,-87.668130158,Y
319833,41.756321056,-87.638251276,Y
319835,41.756321056,-87.638251276,Y
320123,41.755174652,-87.724006402,Y
320131,41.658697344000004,-87.635411674,Y
320133,41.658697344000004,-87.635411674,Y
320679,41.753944591,-87.559809514,Y
321332,41.794435412,-87.64383474700001,N
321334,41.794435412,-87.64383474700001,N
321336,41.794435412,-87.64383474700001,N
321338,41.794435412,-87.64383474700001,N
321718,41.910062826,-87.70219784,Y
321722,41.910062826,-87.70219784,Y
321726,41.910062826,-87.70219784,Y
321730,41.910062826,-87.70219784,Y
321734,41.910062826,-87.70219784,Y
321738,41.910062826,-87.70219784,Y
321886,41.766414886999996,-87.56966009799999,Y
321891,41.766414886999996,-87.56966009799999,Y
321896,41.766414886999996,-87.56966009799999,Y
321901,41.766414886999996,-87.56966009799999,Y
321906,41.766414886999996,-87.56966009799999,Y
322677,41.898654111999996,-87.75829708799999,N
322679,41.898654111999996,-87.75829708799999,N
322811,41.772098233,-87.66416461799999,Y
322813,41.772098233,-87.66416461799999,Y
322815,41.772098233,-87.66416461799999,Y
322921,41.831133181,-87.60592701200001,N
322923,41.831133181,-87.60592701200001,N
323104,41.905958423,-87.75803879799999,Y
323107,41.905958423,-87.75803879799999,Y
323111,41.750817154,-87.62579877700001,Y
323113,41.750817154,-87.62579877700001,Y
323115,41.750817154,-87.62579877700001,Y
323450,41.763269984000004,-87.682026424,N
323805,41.794337621,-87.702475124,Y
324697,41.846039823000005,-87.724467782,N
324700,41.846039823000005,-87.724467782,N
324703,41.846039823000005,-87.724467782,N
324827,41.870145405,-87.700750971,Y
324828,41.870145405,-87.700750971,Y
325560,41.794752201,-87.625618591,Y
325562,41.794752201,-87.625618591,Y
326089,41.950863253,-87.727384052,Y
326091,41.950863253,-87.727384052,Y
328160,41.871414409,-87.677826305,N
328163,41.871414409,-87.677826305,N
328166,41.871414409,-87.677826305,N
328490,41.966033352,-87.769990513,Y
328493,41.966033352,-87.769990513,Y
328496,41.966033352,-87.769990513,Y
329655,41.87313133,-87.74061127200001,Y
329657,41.87313133,-87.74061127200001,Y
329659,41.87313133,-87.74061127200001,Y
329661,41.87313133,-87.74061127200001,Y
329663,41.87313133,-87.74061127200001,Y
329665,41.87313133,-87.74061127200001,Y
329667,41.87313133,-87.74061127200001,Y
329669,41.87313133,-87.74061127200001,Y
329704,41.938993824,-87.74269898899999,Y
329706,41.938993824,-87.74269898899999,Y
330998,41.893750656,-87.714979233,Y
331000,41.893750656,-87.714979233,Y
331002,41.893750656,-87.714979233,Y
331586,41.749454639,-87.641711416,Y
331589,41.749454639,-87.641711416,Y
331592,41.749454639,-87.641711416,Y
331595,41.749454639,-87.641711416,Y
331680,41.822748228,-87.69477729299999,Y
331682,41.822748228,-87.69477729299999,Y
331796,41.936457578,-87.727256535,N
331798,41.936457578,-87.727256535,N
331800,41.936457578,-87.727256535,N
331820,41.736648377,-87.612138837,Y
331824,41.736648377,-87.612138837,Y
331889,41.880381637,-87.762968988,Y
331892,41.880381637,-87.762968988,Y
332588,41.879984418,-87.774178686,N
332590,41.879984418,-87.774178686,N
332592,41.879984418,-87.774178686,N
333006,41.88187971,-87.74548924700001,Y
333008,41.88187971,-87.74548924700001,Y
333168,41.919050852,-87.63484395399999,Y
333170,41.919050852,-87.63484395399999,Y
333202,41.706673202,-87.67061884299999,Y
333479,41.848485724,-87.67589295100001,Y
333482,41.848485724,-87.67589295100001,Y
333485,41.848485724,-87.67589295100001,Y
334105,41.775480871,-87.68263197200001,Y
334107,41.775480871,-87.68263197200001,Y
334758,41.891250394000004,-87.755611546,Y
334760,41.891250394000004,-87.755611546,Y
334886,41.917257718,-87.727923441,N
334888,41.917257718,-87.727923441,N
334890,41.917257718,-87.727923441,N
336427,41.911224556,-87.62648257200001,Y
337600,42.001575358000004,-87.69623351799999,N
337734,41.885039467,-87.61724521299999,N
337789,41.671205245,-87.656162217,Y
338902,41.874743776,-87.74906289100001,Y
338904,41.874743776,-87.74906289100001,Y
339810,41.80939817,-87.62275732,N
339812,41.80939817,-87.62275732,N
339814,41.80939817,-87.62275732,N
339816,41.80939817,-87.62275732,N
339896,41.966853124000004,-87.777113986,N
341175,41.796502779,-87.742705893,Y
341176,41.796502779,-87.742705893,Y
341416,41.929930636,-87.668164996,N
341419,41.929930636,-87.668164996,N
341722,41.869954339,-87.722494467,N
341744,41.964814734,-87.718757057,Y
341747,41.964814734,-87.718757057,Y
342449,41.67743887,-87.661236027,Y
342454,41.67743887,-87.661236027,Y
342459,41.67743887,-87.661236027,Y
342464,41.67743887,-87.661236027,Y
342469,41.67743887,-87.661236027,Y
342474,41.67743887,-87.661236027,Y
342479,41.67743887,-87.661236027,Y
343284,41.873295095,-87.728876946,Y
343286,41.873295095,-87.728876946,Y
343288,41.873295095,-87.728876946,Y
343290,41.873295095,-87.728876946,Y
344623,41.990144522,-87.659444721,N
344625,41.990144522,-87.659444721,N
345213,41.651764899,-87.607903526,Y
345215,41.651764899,-87.607903526,Y
345217,41.651764899,-87.607903526,Y
345661,41.780267056,-87.69815295299999,Y
346851,41.789681146,-87.656121324,Y
347077,41.722590368,-87.574374485,Y
347079,41.722590368,-87.574374485,Y
347207,41.897048098,-87.729977359,Y
347313,41.731298665,-87.551432589,Y
347315,41.731298665,-87.551432589,Y
347317,41.731298665,-87.551432589,Y
347344,42.011357387,-87.80678841299999,N
347348,42.011357387,-87.80678841299999,N
347352,42.011357387,-87.80678841299999,N
347356,42.011357387,-87.80678841299999,N
347822,41.76131364,-87.630034042,Y
347824,41.76131364,-87.630034042,Y
348086,41.717843078,-87.55391790200001,Y
348087,41.717843078,-87.55391790200001,Y
348088,41.717843078,-87.55391790200001,Y
348089,41.717843078,-87.55391790200001,Y
349136,41.756434608,-87.618420461,N
350882,41.923976883,-87.75774816799999,Y
350884,41.923976883,-87.75774816799999,Y
351026,41.700015746,-87.620866799,Y
351028,41.700015746,-87.620866799,Y
351030,41.700015746,-87.620866799,Y
351032,41.700015746,-87.620866799,Y
351404,41.894959094,-87.74565889899999,Y
351406,41.894959094,-87.74565889899999,Y
351408,41.894959094,-87.74565889899999,Y
351410,41.894959094,-87.74565889899999,Y
351412,41.894959094,-87.74565889899999,Y
351414,41.894959094,-87.74565889899999,Y
351416,41.894959094,-87.74565889899999,Y
351418,41.894959094,-87.74565889899999,Y
351668,41.794804993,-87.68014174700001,Y
351862,41.890112117,-87.63262469799999,Y
351864,41.890112117,-87.63262469799999,Y
351884,41.803036654,-87.72849071899999,Y
352253,41.810300835999996,-87.710183585,Y
352255,41.810300835999996,-87.710183585,Y
353289,41.913142111999996,-87.71649754799999,N
353602,41.741813629,-87.619665465,Y
353604,41.741813629,-87.619665465,Y
353606,41.741813629,-87.619665465,Y
355123,41.702662544,-87.54024419299999,Y
355125,41.702662544,-87.54024419299999,Y
355424,41.750184522,-87.63422220000001,Y
355426,41.750184522,-87.63422220000001,Y
355995,41.77753511,-87.664844414,Y
355997,41.77753511,-87.664844414,Y
356042,41.975307319,-87.75792490100001,N
356044,41.975307319,-87.75792490100001,N
356046,41.975307319,-87.75792490100001,N
356048,41.975307319,-87.75792490100001,N
356050,41.975307319,-87.75792490100001,N
356052,41.975307319,-87.75792490100001,N
356054,41.975307319,-87.75792490100001,N
356056,41.975307319,-87.75792490100001,N
358035,41.866439770999996,-87.71218086,Y
358061,41.710558062,-87.63671362299999,Y
359609,41.823629661999995,-87.62657307100001,Y
359615,41.823629661999995,-87.62657307100001,Y
359848,41.885624439000004,-87.63538242899999,N
359850,41.885624439000004,-87.63538242899999,N
361487,41.724094916999995,-87.66260060399999,Y
361490,41.724094916999995,-87.66260060399999,Y
361493,41.724094916999995,-87.66260060399999,Y
361496,41.724094916999995,-87.66260060399999,Y
361554,41.968331139,-87.728177456,Y
361556,41.968331139,-87.728177456,Y
361558,41.968331139,-87.728177456,Y
361560,41.968331139,-87.728177456,Y
362017,41.889427943,-87.753099149,Y
362054,41.884507851,-87.61385686700001,Y
362056,41.884507851,-87.61385686700001,Y
362568,41.851922541,-87.685516978,Y
362570,41.851922541,-87.685516978,Y
362572,41.851922541,-87.685516978,Y
362691,41.814165831,-87.66526795799999,Y
362697,41.782728452,-87.637666208,Y
362699,41.782728452,-87.637666208,Y
362701,41.782728452,-87.637666208,Y
362758,41.929394577,-87.777729763,Y
362760,41.929394577,-87.777729763,Y
362920,41.735551766,-87.622434624,Y
362924,41.735551766,-87.622434624,Y
362928,41.735551766,-87.622434624,Y
365768,41.797308431,-87.701743092,Y
365772,41.797308431,-87.701743092,Y
365776,41.797308431,-87.701743092,Y
366248,41.924197766,-87.74127196,Y
366250,41.924197766,-87.74127196,Y
366343,41.77571267,-87.683595795,N
366345,41.77571267,-87.683595795,N
366576,41.780521025,-87.605869499,N
366578,41.780521025,-87.605869499,N
366580,41.780521025,-87.605869499,N
366582,41.780521025,-87.605869499,N
366584,41.780521025,-87.605869499,N
366586,41.780521025,-87.605869499,N
366738,41.786649196,-87.68124764,Y
366740,41.786649196,-87.68124764,Y
367360,41.803360256,-87.601727064,Y
367361,41.803360256,-87.601727064,Y
367706,41.755440184,-87.632814546,Y
367707,41.755440184,-87.632814546,Y
367708,41.755440184,-87.632814546,Y
367755,41.797394748,-87.684272963,Y
367757,41.797394748,-87.684272963,Y
367759,41.797394748,-87.684272963,Y
367761,41.797394748,-87.684272963,Y
367816,41.663153313,-87.640154705,Y
367818,41.663153313,-87.640154705,Y
367969,41.867287162,-87.64524694200001,N
367971,41.867287162,-87.64524694200001,N
367973,41.867287162,-87.64524694200001,N
367975,41.867287162,-87.64524694200001,N
368305,41.92680979,-87.68957157,Y
368307,41.926591455,-87.689428313,Y
368433,41.876467895,-87.76083181899999,Y
368537,41.73575185,-87.54435526600001,N
368539,41.73575185,-87.54435526600001,N
368541,41.73575185,-87.54435526600001,N
368715,41.722731656,-87.54460098700001,N
371005,41.894887615,-87.74653651,Y
371008,41.894887615,-87.74653651,Y
371051,41.763181195,-87.64421502100001,Y
371053,41.763181195,-87.64421502100001,Y
371633,41.908847925,-87.76938228,Y
371635,41.908847925,-87.76938228,Y
372405,41.90928654,-87.782628841,Y
372408,41.90928654,-87.782628841,Y
372411,41.90928654,-87.782628841,Y
372544,41.732514693,-87.56816537799999,N
372574,41.893432274,-87.624363719,N
372576,41.893432274,-87.624363719,N
372578,41.893432274,-87.624363719,N
372580,41.893432274,-87.624363719,N
372582,41.893432274,-87.624363719,N
372584,41.893432274,-87.624363719,N
372586,41.893432274,-87.624363719,N
373376,41.881976985,-87.637167204,N
373378,41.881976985,-87.637167204,N
373380,41.881976985,-87.637167204,N
373382,41.881976985,-87.637167204,N
373384,41.881976985,-87.637167204,N
373386,41.881976985,-87.637167204,N
374038,41.898207112,-87.617836501,Y
374040,41.898207112,-87.617836501,Y
374509,41.773292896,-87.586442368,Y
374511,41.773292896,-87.586442368,Y
374513,41.773292896,-87.586442368,Y
374515,41.773292896,-87.586442368,Y
374517,41.773292896,-87.586442368,Y
375513,41.907491803,-87.638431826,Y
375517,41.907491803,-87.638431826,Y
375596,41.755350329,-87.57469757,N
375598,41.755350329,-87.57469757,N
375600,41.755350329,-87.57469757,N
375602,41.755350329,-87.57469757,N
375604,41.755350329,-87.57469757,N
377540,41.880606224,-87.745402286,Y
377543,41.880606224,-87.745402286,Y
377546,41.880606224,-87.745402286,Y
377625,41.882059006999995,-87.69408793299999,Y
377627,41.882059006999995,-87.69408793299999,Y
377629,41.882059006999995,-87.69408793299999,Y
377631,41.882059006999995,-87.69408793299999,Y
377835,41.930833915,-87.78913378799999,N
377837,41.930833915,-87.78913378799999,N
377839,41.930833915,-87.78913378799999,N
377841,41.930833915,-87.78913378799999,N
377843,41.930833915,-87.78913378799999,N
378988,41.750403779,-87.658735708,Y
378990,41.750403779,-87.658735708,Y
379020,41.735680854,-87.63258953200001,Y
379344,41.895605335,-87.71259633700001,Y
379346,41.895605335,-87.71259633700001,Y
379348,41.895605335,-87.71259633700001,Y
379650,41.807668163,-87.732299,N
379652,41.807668163,-87.732299,N
380991,41.904789218000005,-87.670180266,Y
380993,41.904789218000005,-87.670180266,Y
380995,41.904789218000005,-87.670180266,Y
380997,41.904789218000005,-87.670180266,Y
380999,41.904789218000005,-87.670180266,Y
381352,41.797398663,-87.68397962899999,N
381353,41.797398663,-87.68397962899999,Y
381354,41.797398663,-87.68397962899999,N
381355,41.797398663,-87.68397962899999,Y
381356,41.797398663,-87.68397962899999,N
381357,41.797398663,-87.68397962899999,Y
381358,41.797398663,-87.68397962899999,N
381359,41.797398663,-87.68397962899999,Y
382186,41.692801078,-87.615645031,Y
382188,41.692801078,-87.615645031,Y
382651,41.685772971,-87.608125754,Y
382652,41.685772971,-87.608125754,Y
382715,41.823689191999996,-87.623312409,Y
382718,41.823689191999996,-87.623312409,Y
382721,41.823689191999996,-87.623312409,Y
384327,41.91017076,-87.711191586,Y
384329,41.91017076,-87.711191586,Y
384624,41.946220255,-87.73074266299999,Y
384626,41.946220255,-87.73074266299999,Y
385841,41.844029003,-87.732674525,Y
385844,41.844029003,-87.732674525,Y
385847,41.844029003,-87.732674525,Y
386027,41.704714005,-87.602581102,Y
387184,41.784656515,-87.657205295,Y
387831,41.750978549,-87.625681695,Y
387833,41.750978549,-87.625681695,Y
388033,41.736102581,-87.624010474,Y
388036,41.736102581,-87.624010474,Y
388039,41.736102581,-87.624010474,Y
388042,41.736102581,-87.624010474,Y
389612,41.775098643,-87.609606315,Y
389638,41.891757057,-87.62957510700001,Y
389642,41.891757057,-87.62957510700001,Y
389646,41.891757057,-87.62957510700001,Y
389650,41.891757057,-87.62957510700001,Y
389654,41.891757057,-87.62957510700001,Y
389658,41.891757057,-87.62957510700001,Y
389662,41.891757057,-87.62957510700001,Y
389858,41.786794535,-87.664542218,Y
389860,41.786794535,-87.664542218,Y
392699,41.728174414,-87.551066315,Y
393513,41.879910198000005,-87.722593858,Y
393949,41.799145349,-87.59648795700001,Y
393951,41.799145349,-87.59648795700001,Y
393977,41.864251194,-87.72526279,Y
393980,41.864251194,-87.72526279,Y
393983,41.864251194,-87.72526279,Y
393986,41.864251194,-87.72526279,Y
393989,41.864251194,-87.72526279,Y
394208,41.797151801999995,-87.58741757,Y
394210,41.797151801999995,-87.58741757,Y
394339,41.871622531999996,-87.716542895,N
394341,41.871622531999996,-87.716542895,N
394343,41.871622531999996,-87.716542895,N
394411,41.775372876999995,-87.690712818,N
394414,41.775372876999995,-87.690712818,N
394771,41.656237364,-87.61063868299999,Y
394773,41.656237364,-87.61063868299999,Y
395602,41.947826782,-87.659034118,N
395605,41.947826782,-87.659034118,N
396539,41.711642721,-87.621351413,Y
396771,41.845108847,-87.625165543,Y
396773,41.845108847,-87.625165543,Y
397023,41.725297873,-87.58554531,N
397026,41.725297873,-87.58554531,N
397029,41.725297873,-87.58554531,N
397219,41.873624119,-87.720406557,N
397221,41.873624119,-87.720406557,N
397223,41.873624119,-87.720406557,N
397525,41.898784185,-87.707527663,Y
397527,41.898784185,-87.707527663,Y
397529,41.898784185,-87.707527663,Y
397734,41.873583205,-87.749312159,N
397735,41.873583205,-87.749312159,N
397752,41.807998456,-87.722592189,Y
397754,41.807998456,-87.722592189,Y
398575,41.842105803,-87.621661154,Y
399001,41.902035876999996,-87.765560011,Y
399003,41.902035876999996,-87.765560011,Y
399005,41.902035876999996,-87.765560011,Y
400649,41.6823748,-87.622652765,Y
400651,41.6823748,-87.622652765,Y
400839,41.96653487,-87.725686224,N
400841,41.96653487,-87.725686224,N
401468,41.896661060999996,-87.70217752399999,Y
401470,41.896661060999996,-87.70217752399999,Y
401472,41.896661060999996,-87.70217752399999,Y
402380,41.858928473,-87.70305251799999,Y
402382,41.858928473,-87.70305251799999,Y
402857,41.672035271,-87.661060831,Y
402858,41.672035271,-87.661060831,Y
402859,41.672035271,-87.661060831,Y
402860,41.672035271,-87.661060831,Y
402861,41.672035271,-87.661060831,Y
402862,41.672035271,-87.661060831,Y
402863,41.672035271,-87.661060831,Y
402864,41.672035271,-87.661060831,Y
402865,41.672035271,-87.661060831,Y
402866,41.672035271,-87.661060831,Y
402867,41.672035271,-87.661060831,Y
403090,41.725620485,-87.60471001399999,Y
403092,41.725620485,-87.60471001399999,Y
403356,41.886706417,-87.62380097299999,Y
403357,41.886706417,-87.62380097299999,N
403358,41.886706417,-87.62380097299999,Y
403359,41.886706417,-87.62380097299999,N
403360,41.886706417,-87.62380097299999,Y
403361,41.886706417,-87.62380097299999,N
403362,41.886706417,-87.62380097299999,Y
403363,41.886706417,-87.62380097299999,N
403364,41.886706417,-87.62380097299999,Y
403365,41.886706417,-87.62380097299999,N
403366,41.886706417,-87.62380097299999,Y
403367,41.886706417,-87.62380097299999,N
403368,41.886706417,-87.62380097299999,Y
403369,41.886706417,-87.62380097299999,N
403370,41.886706417,-87.62380097299999,Y
403371,41.886706417,-87.62380097299999,N
403372,41.886706417,-87.62380097299999,Y
403373,41.886706417,-87.62380097299999,N
403374,41.886706417,-87.62380097299999,Y
403375,41.886706417,-87.62380097299999,N
403376,41.886706417,-87.62380097299999,Y
403377,41.886706417,-87.62380097299999,N
403378,41.886706417,-87.62380097299999,Y
403379,41.886706417,-87.62380097299999,N
403380,41.886706417,-87.62380097299999,Y
403381,41.886706417,-87.62380097299999,N
403382,41.886706417,-87.62380097299999,Y
403383,41.886706417,-87.62380097299999,N
403384,41.886706417,-87.62380097299999,Y
403385,41.886706417,-87.62380097299999,N
403386,41.886706417,-87.62380097299999,Y
403387,41.886706417,-87.62380097299999,N
403388,41.886706417,-87.62380097299999,Y
403389,41.886706417,-87.62380097299999,N
403390,41.886706417,-87.62380097299999,Y
403391,41.886706417,-87.62380097299999,N
403392,41.886706417,-87.62380097299999,Y
403393,41.886706417,-87.62380097299999,N
403394,41.886706417,-87.62380097299999,Y
403395,41.886706417,-87.62380097299999,N
403396,41.886706417,-87.62380097299999,Y
403397,41.886706417,-87.62380097299999,N
403398,41.886706417,-87.62380097299999,Y
403399,41.886706417,-87.62380097299999,N
403400,41.886706417,-87.62380097299999,Y
403401,41.886706417,-87.62380097299999,N
403402,41.886706417,-87.62380097299999,Y
403403,41.886706417,-87.62380097299999,N
403404,41.886706417,-87.62380097299999,Y
403405,41.886706417,-87.62380097299999,N
403406,41.886706417,-87.62380097299999,Y
403407,41.886706417,-87.62380097299999,N
403408,41.886706417,-87.62380097299999,Y
403409,41.886706417,-87.62380097299999,N
403829,41.918184261,-87.74600764700001,Y
404143,41.758985465,-87.57620502299999,N
404145,41.758985465,-87.57620502299999,N
404918,41.753044193,-87.602944332,Y
404920,41.753044193,-87.602944332,Y
405338,41.736489429,-87.739640389,Y
405340,41.736489429,-87.739640389,Y
405478,41.744369301,-87.566270711,Y
405480,41.744369301,-87.566270711,Y
405639,41.746740586,-87.66835075600001,N
405661,41.748484626999996,-87.61349629,N
406731,41.859247231,-87.70186026,N
406733,41.859247231,-87.70186026,N
407075,41.77709602,-87.70324076200001,N
407077,41.77709602,-87.70324076200001,N
407079,41.77709602,-87.70324076200001,N
407256,41.758174093,-87.621994448,Y
407258,41.758174093,-87.621994448,Y
407328,41.751172219000004,-87.60552549799999,Y
407330,41.751172219000004,-87.60552549799999,Y
407332,41.751172219000004,-87.60552549799999,Y
407334,41.751172219000004,-87.60552549799999,Y
407336,41.751172219000004,-87.60552549799999,Y
407338,41.751172219000004,-87.60552549799999,Y
409805,41.692559763,-87.621193695,Y
409808,41.692559763,-87.621193695,Y
409811,41.692559763,-87.621193695,Y
409866,41.909802503,-87.740741155,Y
409868,41.909802503,-87.740741155,Y
411612,41.997594012,-87.709198941,N
411616,41.997594012,-87.709198941,N
411620,41.997594012,-87.709198941,N
411624,41.997594012,-87.709198941,N
411628,41.997594012,-87.709198941,N
411990,41.925953174,-87.74904308,Y
413879,41.77968322,-87.657096605,Y
413881,41.77968322,-87.657096605,Y
413883,41.77968322,-87.657096605,Y
413885,41.77968322,-87.657096605,Y
417532,41.873385232,-87.72149840200001,Y
417538,41.873385232,-87.72149840200001,Y
417544,41.873385232,-87.72149840200001,Y
417550,41.873385232,-87.72149840200001,Y
417556,41.873385232,-87.72149840200001,Y
417562,41.873385232,-87.72149840200001,Y
417568,41.873385232,-87.72149840200001,Y
417574,41.873385232,-87.72149840200001,Y
417580,41.873385232,-87.72149840200001,Y
417586,41.873385232,-87.72149840200001,Y
417592,41.873385232,-87.72149840200001,Y
417899,41.89912845,-87.726259696,Y
417901,41.89912845,-87.726259696,Y
417903,41.89912845,-87.726259696,Y
417905,41.89912845,-87.726259696,Y
417907,41.89912845,-87.726259696,Y
417909,41.89912845,-87.726259696,Y
417911,41.89912845,-87.726259696,Y
418020,41.772817684,-87.630024485,Y
418022,41.772817684,-87.630024485,Y
418024,41.772817684,-87.630024485,Y
418267,41.745941007,-87.60187332,Y
418325,41.988880277,-87.792688716,Y
418328,41.988880277,-87.792688716,Y
418500,41.98904253,-87.79297937700001,Y
418898,41.74960045,-87.60223018399999,Y
418941,41.679893748000005,-87.670620505,Y
418945,41.679893748000005,-87.670620505,Y
418949,41.679893748000005,-87.670620505,Y
418953,41.679893748000005,-87.670620505,Y
418957,41.679893748000005,-87.670620505,Y
418961,41.679893748000005,-87.670620505,Y
418965,41.679893748000005,-87.670620505,Y
419687,41.877226406999995,-87.723230679,Y
419691,41.877226406999995,-87.723230679,Y
419916,41.924802671,-87.686578002,Y
420020,41.786863200999996,-87.64997215,N
420022,41.786863200999996,-87.64997215,N
420024,41.786863200999996,-87.64997215,N
420054,41.884221681,-87.66703636700001,Y
420056,41.884221681,-87.66703636700001,Y
420154,41.923493160999996,-87.794783195,N
420156,41.923493160999996,-87.794783195,N
421050,41.877258466,-87.720756138,Y
421052,41.877258466,-87.720756138,Y
421854,41.883006791,-87.696399254,Y
421856,41.883006791,-87.696399254,Y
421858,41.883006791,-87.696399254,Y
422162,41.817171579000004,-87.69925403200001,Y
422164,41.817171579000004,-87.69925403200001,Y
422170,41.81046469,-87.61240205899999,Y
422184,41.940466167,-87.63806728700001,Y
422186,41.940466167,-87.63806728700001,Y
423110,41.7689916,-87.630007406,N
423112,41.7689916,-87.630007406,N
423114,41.7689916,-87.630007406,N
423116,41.7689916,-87.630007406,N
423118,41.7689916,-87.630007406,N
423552,41.795672679,-87.674497461,Y
423554,41.795672679,-87.674497461,Y
423556,41.795672679,-87.674497461,Y
423558,41.795672679,-87.674497461,Y
423763,41.797580432,-87.683715798,Y
423765,41.797580432,-87.683715798,Y
423931,41.780005004,-87.625229245,Y
423934,41.780005004,-87.625229245,Y
423937,41.780005004,-87.625229245,Y
423940,41.780005004,-87.625229245,Y
424079,41.793970892,-87.67937428399999,Y
424233,41.946755376,-87.70543091,Y
